,company,rank,job_title,location,salary_range,link,description
79,Uline,3.7,Junior Report Analyst (North of Chicago),"Chicago, IL",$52K - $108K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1044074&s=58&guid=000001781e1db39d8820a4d4b01a2015&src=GD_JOB_AD&t=SR&vt=w&cs=1_0ef1cd45&cb=1615412967420&jobListingId=4007382468,"Junior Report AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158With Uline’s continued growth, we need a team that ensures we stay true to our company motto of Speed, Passion and Operational Excellence. Our Executive Operations team keeps us on track by conducting internal operational audits, analyzing company performance and reporting findings and recommendations to Uline’s President.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesPerform weekly analysis of customer feedback concerning all of Uline’s departments.Assist Executive Operations management with weekly and monthly reports that go directly to Uline’s President.Review and summarize operational data and provide executive summaries with recommendations to Uline leadership.Create summaries from IT and business meetings with follow-up and actionable items.Investigate root causes and work with cross-functional areas to provide analysis and recommendations for improvement in business operations.Minimum RequirementsBachelor’s degree.Experience with Microsoft Excel. Experience with Microsoft Access and SQL a plus.Clear and professional written, verbal and interpersonal communication skills.Excellent organizational and team player skills.Hardworking and enthusiastic personality.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 38,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-JF1#CORP"
80,Uline,3.7,IT Business Analyst (North of Chicago),"Chicago, IL",$70K - $85K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1044074&s=58&guid=000001781e1db39d8820a4d4b01a2015&src=GD_JOB_AD&t=SR&vt=w&cs=1_7263693d&cb=1615412967421&jobListingId=3818294484,"IT Business AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158Uncover your full potential in a collaborative environment where you'll design, develop and deliver custom solutions to big challenges. And you'll be doing it for a proven industry leader that runs one of the largest e-commerce sites in the U.S.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesWork closely with the business to understand problems and identify the work needed to implement future state solutions.Document and analyze current state business processes and the underlying systems and applications.Conduct meetings with stakeholders to gather user requirements.Write user stories and lead backlog grooming/refinement sessions.Analyze existing and new software solutions to find the most effective way to meet business needs.Validate business, functional and technical requirements.Create product/project backlogs consisting of Epics, Features, User Stories and Tasks.Produce timely and high-quality work products, including specifications, process flows, mock-ups and wireframes.Plan and execute System/Functional Testing and User Acceptance Testing.Minimum RequirementsBachelor's degree.4+ years of experience in a Business Analyst or related role.6+ years of overall IT experience with significant involvement in software development.Significant experience with both traditional Waterfall SDLC and Agile/Lean methodologies.Experience with Atlassian/Jira/Confluence and Microsoft TFS a plus.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-SR1#CORP"
81,Uline,3.7,Strategy Analyst (North of Chicago),"Chicago, IL",$56K - $90K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1044074&s=58&guid=000001781e1db39d8820a4d4b01a2015&src=GD_JOB_AD&t=SR&vt=w&cs=1_ea5206ca&cb=1615412967421&jobListingId=3776044704,"Strategy AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158With Uline’s continued growth, we need a team that ensures we stay true to our company motto of Speed, Passion and Operational Excellence. Our Executive Operations team keeps us on track by conducting internal operational audits, analyzing company performance and reporting findings and recommendations to Uline’s President.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesReview and summarize operational data and provide executive summaries with recommendations to Uline leadership.Investigate root causes and work with cross-functional areas to provide analysis and recommendations for improvement in business operations.Recommend cost-saving initiatives and provide assistance to leaders with implementation.Review, comment and follow-up on customer comment reports.Analyze weekly, monthly reports and develop solutions to improve performance.Assist in audits of departments / job functions and provide suggestions and feedback.Minimum RequirementsBachelor’s degree.1+ years of experience.Prior Microsoft Excel experience. Access experience a plus.Must be well organized and detail-oriented with the ability to multi-task.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-JF1#CORP"
82,Trexin Consulting,4,Senior Business Analyst (Provider Data/FHIR),"Chicago, IL",$70K - $133K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1044077&s=58&guid=000001781e1db39d8820a4d4b01a2015&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9e3da601&cb=1615412967421&jobListingId=4013216917,"Founded on the principles of trust, experience, and innovation, Trexin Consulting specializes in strategy execution – the effective implementation of business strategy to achieve a specific business goal. Also referred to as applied strategy, strategy execution situations that Trexin frequently leads include: scaling capabilities for growth, optimizing operations for cost reduction, driving synergies for M&A, and recovering projects in distress. Trexin’s services are right-sized for our Clients’ needs, ranging from our “Diamond Team” service when our Clients want Trexin to own an outcome and share delivery risk, to Expert/Advisory services for senior-level guidance, to Strategic Staffing services for execution-oriented tasks and roles. Our expertise spans Healthcare, Life Sciences, Financial Services, and Products & Distribution, overlaid by multidisciplinary skills in the five capabilities essential to executing strategy: Aligned Enterprise, Program Execution, Technology, Innovation, and Analytics.Trexin Consulting is currently seeking a Senior Business Analyst (Provider Data/FHIR) to join our team in Chicago and consult at our Healthcare clients.Key Areas of Responsibility: Work with stakeholders to understand their business objectivesLead requirement gathering sessionsPlan and facilitate workshops/interviews to identify, analyze, and document business requirements and translate them into business plans/solutionsTrack projects throughout their respective lifecyclesManage release schedules, prioritize projects, and ensure adequate resources are availablePerform technical analysis to determine present and future business performanceGather and coordinate project impact assessments from various groups within a client’s organizationPrepare and deliver client presentationsAttend and lead meetings; provide project status reporting to managementAssist with testing scenarios and validate resultsLiaison between business stakeholders and technology teamsKey Desired Skills, Experience and Knowledge: FHIR and HL7 experience requiredHealthcare experience required in payer/provider8-plus years of business analyst experience or in similar roleExperience in business analysis with focus on managing business and technical requirementsExperience with Waterfall and Agile/Lean methodologiesAdvanced skills with Microsoft Office Suite (Word, PowerPoint, and Excel)Experience with healthcare clinical data (Lab, CCDA, ADT, EMR, Biometrics, Rx) preferredAbility to analyze complex business processAnalytical problem-solving approachAbility to proactively identify risks, and drive action to mitigate and resolve issuesStrong communication skills, with the ability to work independentlyStrong organizational skills, with the ability to manage a vast array of informationUnderstand the technology, data management, information flow, and data governance issuesPrevious experience from a management consulting environment desirableTrexin is an Equal Opportunity Employer and prohibits discrimination and harassment of any kind. Trexin is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Trexin are based on business needs, job requirements, and individual qualifications. Trexin strictly prohibits and does not tolerate discrimination against employees, applicants, or any other covered persons because of race, color, religion, creed, national origin or ancestry, ethnicity, sex (including pregnancy, childbirth, or related medical conditions), gender (including gender nonconformity and status as a transgender individual), sexual orientation, age, physical or mental disability, citizenship, past, current, or prospective service in the uniformed services, genetic information, or any other characteristic protected under applicable federal, state, or local law.Trexin complies with the Americans with Disabilities Act (ADA), as amended by the ADA Amendments Act, and all applicable state or local law. Consistent with those requirements, Trexin will reasonably accommodate qualified individuals with a disability if such accommodation would allow the individual to perform the essential functions of the job, unless doing so would create an undue hardship. Trexin will also, where appropriate, provide reasonable accommodations for an employee's religious beliefs or practices. Trexin strictly prohibits discrimination against protected veterans, and Trexin utilizes affirmative action to recruit, hire, promote, and retain veterans.Trexin Consulting does not accept unsolicited resumes from individual recruiters or third-party recruiting agencies in response to job postings. No fee will be paid to third parties who submit unsolicited candidates directly to our hiring managers or Recruiting Team. All candidates must be submitted via our Applicant Tracking System by approved Trexin Consulting vendors who have been expressly requested to make a submission by our Recruiting Team for a specific job opening. No placement fees will be paid to any firm unless such a request has been made by the Trexin Consulting Recruiting Team and such candidate was submitted to the Trexin Consulting Recruiting Team via our Applicant Tracking System.Job Types: Full-time, ContractPay: $0.00 per yearWork Location:One location"
83,Wolters Kluwer,3.6,Business Analyst - Global Onboarding,"Chicago, IL",$42K - $77K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1044074&s=58&guid=000001781e1db39d8820a4d4b01a2015&src=GD_JOB_AD&t=SR&vt=w&cs=1_a330fb50&cb=1615412967421&jobListingId=4017532556,"Wolters Kluwer is a global leader in professional information services. Professionals in the areas of legal, business, tax, accounting, finance, audit, risk, compliance and healthcare rely on Wolters Kluwer's market leading information-enabled tools and software solutions to manage their business efficiently, deliver results to their clients, and succeed in an ever more dynamic world. Every day, our customers make critical decisions to help save lives, improve the way we do business, build better judicial and regulatory systems. We help them get it right.Within Wolters Kluwer, CT Corporation contains our expert information services businesses that serve large corporations, small businesses and law firms specializing in incorporation and legal business compliance solutions.Responsibilities:Client-facing role to onboard global clients to CT’s services through strong project management, problem solving, and a thorough understanding (or ability to interpret) global compliance regulationsDevelop and maintain a comprehensive understanding of the CT product line and systems, specifically as they relate to Global Corporate ServicesSupport the global onboarding team members with requests such as: working with a vendor to obtain signature on a scope of work, manage global onboarding portfolio reporting, and preparing requirement checklists to support client onboardingDevelop process documentation to formalize global onboarding process, best practices, and tools / templatesQualifications:A minimum of one to three years of global compliance or entity management experienceOne to three years of project management experienceBachelor's degree from an accredited college/universityPreferred Juris Doctorate from an accredited college/university (bar certification not required)Strong problem-solving skills and the ability to work autonomouslyStrong communication skills with the ability to foster and maintain a positive team dynamic and client experienceProficient with Microsoft Office Suite applications including Word, PowerPoint, and ExcelPreferred experience in CRM applications including Salesforce and Service Cloud"
84,Uline,3.7,Product Management Analyst (North of Chicago),"Chicago, IL",$58K - $98K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1044074&s=58&guid=000001781e1db39d8820a4d4b01a2015&src=GD_JOB_AD&t=SR&vt=w&cs=1_d5558b6e&cb=1615412967421&jobListingId=3776044697,"Product Management AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158With a long history as a stable employer, we continue to look for passionate college graduates to join our team.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesPartner with Product Managers to source new products by reviewing customer comments and returns and completing competitor product reviews.Communicate with vendors to maintain relationships and solve issues.Participate in Uline's vendor research and sourcing strategies.Track and analyze raw material and currency indices to help negotiate product cost.Review sales trends and conduct market research to find growth opportunities.Collaborate with key Creative, Purchasing and Pricing stakeholders.Work with Quality Control team to maintain product quality and consistency.Visit vendors and attend product tradeshows to increase knowledge of manufacturing processes and market trends.Minimum RequirementsBachelor's degree. Marketing, Finance, and Supply Chain majors preferred.Proficient in Microsoft Office, especially in Excel.Organized and analytical with relentless attention to detail.Available for travel to tradeshows and vendor locations.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-POST#CORP"
85,BMO Harris Bank,3.7,Technology Analyst / Junior Architect,"Chicago, IL",$36K - $53K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1044074&s=58&guid=000001781e1db39d8820a4d4b01a2015&src=GD_JOB_AD&t=SR&vt=w&cs=1_4abcb7bb&cb=1615412967422&jobListingId=3815609852,"Address:200 W Adams StreetJob Family Group:TechnologyAs a member of the BMO Harris Technology Strategy and Solutions team, the Junior Solution Architect, primarily supports domains architects in contributing to initiative and project-level design activities, especially detail design. Assists with developing implementable design patterns.Analyzes data and creates documents and plans in service of informing, advising, or updating stakeholders.Ensures the requirements map to a real business need, are approved by all relevant stakeholders, and meet essential quality standards.Participates in reviews or inspections, in collaboration with the project team, to ensure the quality of work products.Liaises with stakeholders to understand problems and opportunities and recommend solutions to enable the achievement of organizational goals.Builds exceptional relationships with business partners and internal stakeholders.Application design and design patternsAble to relate the design to end-to-end business processesSome data placement and data integration backgroundSome experience with application security/infrastructure, & deployment exposureSome experience with services management (APIs, REST, Web API, message-based/event-based architecture) development, integration and deploymentSome experience with (Cloud, DevOps, Agile)Interest in AI, Insights, Automation experienceWilling to design and build architecture prototypesAssists with and contributes to function area-specific target architecture, transition architectures, and technology roadmapAbility to learn/internalize existing information to assist several projects effectively and immediatelyStrong written / verbal communication skills to become a facilitatorQualifications2-5 years of IT experienceUniversity degreeTechnical proficiency gained through education and/or business experience.Verbal & written communication skills - In-depth.Collaboration & team skills - In-depth.Analytical and problem solving skills - In-depth.Influence skills - In-depth.Data driven decision making - In-depth.We’re here to helpAt BMO Harris Bank we are driven by a shared Purpose: Boldly Grow the Good in business and life. It calls on us to create lasting, positive change for our customers, our communities and our people. By working together, innovating and pushing boundaries, we transform lives and businesses, and power economic growth around the world.As a member of the BMO Harris Bank team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one – for yourself and our customers. We’ll support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, we’ll help you gain valuable experience, and broaden your skillset.To find out more visit us at https://jobs.bmoharris.com .BMO Harris Bank is committed to an inclusive, equitable and accessible workplace. By learning from each other’s differences, we gain strength through our people and our perspectives. BMO Harris Bank N.A. is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law. Accommodations are available on request for candidates taking part in all aspects of the selection process. To request accommodation, please contact your recruiter."
86,"Insight Enterprises, Inc.",3.9,Finance Operations Analyst,"Addison, IL",$33K - $58K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1044074&s=58&guid=000001781e1db39d8820a4d4b01a2015&src=GD_JOB_AD&t=SR&vt=w&cs=1_a61429d8&cb=1615412967422&jobListingId=3790539777,"Requisition Number: 78930As the Financial Operations Analyst you’ll focuses on the financial operations and analysis for the key support area. You’ll be performing a dynamic and high profile position requiring the you to utilize a broad range of financial, process, operational and communication skills,What you’ll be doing at Insight:Process and manage customer and vendor contracts as they relate to the billing processVerify and audit proper paperworkObtain any missing audit informationCreate contracts and price agreementsReview statements of work (SOWs)Determine correct revenue recognition, fee structures, and invoicing parametersReview revenue and expense recorded against contractsEnsure audit compliancePrepare client credits as requiredConduct internal audit as it relates to area of responsibilityAssist multiple teams in the finance departmentComplete submission of monthly reclasses, deferrals, and accruals based on Accounting GAAP guidelines.Provides leadership, assistance and advice to project management team, staffing managers and Insight sales teamsWhat you’ll need to work at Insight:Associates degree in Financial Management or AccountingMinimum 3-5 years of experience in customer service, accounting, billing, or service operations supportMinimum 1-2 years of operational management experienceMinimum 2 years of experience in various Accounting & Finance functionsMinimum 1 year in a business analysisThe position described above provides a summary of some the job duties required and what it would be like to work at Insight. For a comprehensive list of physical demands and work environment for this position, click here.Today, every business is a technology business. Insight Enterprises, Inc. empowers organizations of all sizes with Insight Intelligent Technology Solutions™ and services to maximize the business value of IT. As a Fortune 500-ranked global provider of digital innovation, cloud/data center transformation, connected workforce, and supply chain optimization solutions and services, we help clients successfully manage their IT today while transforming for tomorrow. From IT strategy and design to implementation and management, our 11,000 teammates help clients innovate and optimize their operations to run smarter. Discover more at insight.com.Founded in 1988 in Tempe, Arizona11,000+ teammates in 21 countries providing Insight Intelligent Technology Solutions™ for organizations across the globe$9.2 billion in revenue in 2018*Ranked #430 on the 2019 Fortune 500, #14 on the 2019 CRN Solution Provider 5002019 Adobe Americas Partner of the Year, 2019 Cisco Global-Americas Partner of the Year, 2019 Intel IoT Solutions Partner of the Year, Microsoft U.S. Azure Partner Choice Award for Data/AI, Microsoft Azure Expert Managed Services ProviderRanked #23 on the 2019 Fortune 50 Best Workplaces in Technology, #70 on the 2019 Fortune 100 Best Workplaces for Diversity, and #7 on the Phoenix Business Journal 2019 list of Best Places to Work (Extra Large Business)Signatory of the United Nations (UN) Global Compact and Affiliate Member of the Responsible Business AllianceProforma to include PCM, Inc. for fiscal year ended Dec. 31, 2018Today's talent leads tomorrow's success. Learn about careers at Insight: jobs.insight.com.Insight is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation or any other characteristic protected by law.Posting Notes: Addison || Illinois (US-IL) || United States (US) || None || None || US - Addison, IL; US - Tempe, AZ ||"
87,ARYZTA Careers,3.1,Procurement Analyst-Risk,"Chicago, IL",$39K - $65K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1044074&s=58&guid=000001781e1db39d8820a4d4b01a2015&src=GD_JOB_AD&t=SR&vt=w&cs=1_b199e0c2&cb=1615412967422&jobListingId=4003902424,"Procurement Analyst-RiskCity & State:Chicago, IL, US, 6065460654Job Category: Procurement/Purchasing60654ARYZTA is a global baking company with a Passion for Good Food. We provide our retail and foodservice customers with a portfolio of bakery solutions so they can deliver memorable, delicious food to consumers. With operations in the United States, Canada, South America, Europe, Asia, Australia and New Zealand, ARYZTA has become a global leader in the baked goods industry and one of the largest specialty bakery companies in the world. Our leading bakery brands in North America include La Brea Bakery®, Otis Spunkmeyer®, and Oakrun Farm Bakery®. We have 58 state-of-the-art bakeries and kitchens around the globe, with 20 of those in North America, and are committed to driving innovation, predicting upcoming consumer trends and flavors, and exceeding our customers’ expectations. The Americas team champions the values of Integrity, Ownership, Customer Focus, Creativity and Care to help us deliver on People Safety, Food Safety, Quality and Collaboration.Job TitleProcurement Analyst-Risk (Commodity Risk Management)LocationChicago, IL USADepartmentProcurementReporting toDirector, Procurement – Commodity Risk ManagementKey AccountabilitiesThe Procurement Analyst-Risk is responsible for commodity, economic and quantitative research/ analysis to support the commodity strategy and risk management operations for ARYZTA. This role will develop and enhance commodity risk management tools and models that allow for more effective strategy development and execution. The Analyst's responsibilities directly support business plans for the underlying commodities used in the procurement of ingredients and energy consumption. This position is strategically important to delivering Procurement’s cost of goods budgets within stated annual goals and objectives, and is critical to the price stability of finished foods.ResponsibilitiesSupport the business units through the development of commodity position reports, PPV models, and price forecasting tools.Responsible for system and database development, and the maintenance of audit traceable transaction records used in executing commodity trades.Regularly review impact of economic, trade flow and commodity movements, assessing trends and provide insights to Procurement team and business partners on underlying cost drivers.Create regular commodity reports to monitor market dynamics and potential price impacts to various categories.Contribute to the development of commodity risk management strategies.Develop presentation tools to be used in the monthly Commodity Price Risk Management Committee meeting; these tools are vital in communicating and gaining consensus for strategic hedging initiatives with the key Executive Leadership team members, including CFO and VP of ProcurementConsolidate views on variety of commodity markets for strategic category managers, procurement leadership, business unit leaders, and external customers.Train and coach team members necessary for performance of duties and responsibilities.Skills, Experience & QualificationsMinimum Bachelor’s degree in Finance, Business, Applied Mathematics, Econometrics, Engineering or similar.3 years of experience in applied research or modeling with an understanding of econometric techniques.Demonstrate working knowledge and experience of commodity hedging within the food and agriculture, energy, or related industries.Advanced knowledge in energy, agricultural, softs, metals and other commodity markets is a plus.Strong analytical, business process analysis and problem solving capabilitiesPersuasion skillsAbility to manage conflictDrive for resultsBusiness and financial insightsCustomer FocusOrganizational savvyAbility to manage ambiguityEffective written and verbal communication skillsARYZTA is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status."
88,Uline,3.7,Exemption Analyst (North of Chicago),"Chicago, IL",$43K - $58K (Glassdoor est.),https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=1044074&s=58&guid=000001781e1db39d8820a4d4b01a2015&src=GD_JOB_AD&t=SR&vt=w&cs=1_8bd757c8&cb=1615412967423&jobListingId=3791635582,"Exemption AnalystCorporate Headquarters12575 Uline Drive, Pleasant Prairie, WI 53158At Uline, Finance isn’t just about the numbers; it’s about supporting the entire business.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesAnalyze sales tax exemption certificates for accuracy.Contact customers if documentation is missing or incomplete.Apply approved sales tax exemption certificates in our state-of-the-art customized software.Calculate and process sales tax credits based on exemption documentation.Collaborate with a cross-functional team of like-minded individuals to provide exceptional service.Minimum RequirementsHigh school diploma or equivalent. Bachelor's degree in Finance or Accounting preferred.Customer service experience a plus.Bilingual (English / Spanish) a plus.Excellent verbal and written communication skills.Strong analytical skills.Highly organized and detail-oriented with the ability to multitask.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with a 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/Disabled#LI-TE2#CORP"
89,Uline,3.7,Data Analyst (North of Chicago),"Chicago, IL",$65K - $79K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1044074&s=58&guid=000001781e1db39d8820a4d4b01a2015&src=GD_JOB_AD&t=SR&vt=w&cs=1_bec70c95&cb=1615412967423&jobListingId=3789462051,"Data AnalystCorporate Headquarters12575 Uline Dr. Pleasant Prairie, WI 53158We're passionate about our products because our customers rely on them to run their businesses.Better together than apart. This position is on-site, and we are looking for good people who share our passion.Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.Position ResponsibilitiesWrite SQL queries to retrieve sales, customer and product data.Perform ad hoc analysis and create reports to illustrate performance, answer business questions and provide recommendations.Apply basic and intermediate statistical methods (e.g. data aggregation, regression analysis, time series analysis, etc.) to solve business questions.Collaborate with pricing team members to create reports, analyses and presentations.Build relationships with the Merchandising and Logistics teams to develop trust and understand processes.Create what-if scenarios to quantify the impact due to catalog price or vendor cost changes.Minimum RequirementsBachelor’s degree. Business, statistics, mathematics or computer science majors preferred.Proficient in Excel with exposure to SQL, Power BI and statistical methods.Analytical and organized with relentless attention to detail.Strong intellectual curiosity with willingness to learn new concepts and tools.BenefitsComplete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.401(k) with 5% employer match.Paid holidays and generous paid time off.Bonus programs that include annual performance, sales goals and profit sharing.Scholarship program for children of employees.Employee PerksOn-site café with executive chefs and seasonal dinner-to-go options.First-class fitness center with complimentary personal trainers.Over four miles of beautifully maintained walking trails.Numerous employee appreciation events throughout the year.Professional development classes and monthly in-house speakers.About UlineUline is North America's leading distributor of shipping, industrial and packaging materials. We're a family-owned company known for incredible service, our 800+ page catalog of over 37,500 quality products and same-day shipping of our huge in-stock inventory. With over 7,000 employees across 12 locations, it's time you joined Uline.Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.EEO/AA Employer/Vet/DisabledUline is a drug-free workplace.#LI-LP1#CORP"
