,company,industry,rank,job_title,location,salary_range,link,description,search_city,search_job
10,KBW Financial Staffing & Recruiting,Business Services,4.5,Financial Analyst- Client Support,"East Boston, MA",$85K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1110586&s=58&guid=000001790981276d86474493ffae437e&src=GD_JOB_AD&t=SR&vt=w&cs=1_2fdc00a5&cb=1619362130155&jobListingId=1007016102254&cpc=9908D8D4413DBB8A&jrtk=1-1f44o29si3o6c001-1f44o29t0u2gh800-7867dbfbd53fa540&jvt=aHR0cHM6Ly93d3cuaW5kZWVkLmNvbS9yYy9nZC9wbmc%2FYT1hSWNSZ05QQTE1eTgzVlZhUU1ReFRKV0NUUmdJOElBUTlQVUR6RlctbEpJYXhtOVZfRHkwY2xMSFpOdU16V3Y5WENzUlhRcVJ5czM4cFJOYjZFWU5lME5yYlI4ZnYtZ3lFak82TDN6MXcyOXY1V1Q0dTFDeEFFNVNhSEFHYXViazB3cFl5T1lhVUVIQ3BVeXU0N3BoMHhsblJZcUs2NXJxTFB4dDkydmx2OHQ5QXFJZVVJS3hXRHJmRzcxdTExZ0RwajZHMzZwb0o2QXU3Tmo1TmZLdlRqV2tJMzdtSjJkRnhqQU5zTVE1dW12Z3ZsUDB4aWpDcnlKaENYT1kxNktRR2hIUVA2RTJDM1pscnhaZGlweGhRVjdGUlpGaWx5UVNpNVZzYk53QzkyYXNSemMtVFIwbHhVN2h3OHN1TXBUX2VFV0FLZXNzalN2R1Q0QlFjZmRtZ0tGYkdFbi0xNVZ3dUxNNXdpcmY3ZkhfNU44bDBwYWc3YnZxT1JBSzBheHZ1R19VOTk4Q2hXdTZ1dzNUNTRQbUtJWWMzUHJWYlFxbFppb0xKQVJtLUhOR2g2b3VFMmZsb2FwNGtOLXJGV3d2dDJEZVR0UUlBTmZ1aVJGSDdiSldrbnU1M0ViWk8xVEhDemF2VXAtQml3N1JmR2VURUxrRzFSbWNsVEx2a3hSUENsWUg3dWhPclA5d1lQZGEwQU5LSnhhOTZXVDZLLUU5eVpVSE83TFNLa1RsN191bFJVbExIaGx4ZHcwQ2FBWTU4WXR1eUJROW5hZUp6bTl6Y1ZBY2VZXzBDR1lUSnRqdnBWanlNbjV3VlotRDQtazlKaWZGX0lqYWhSblBGV2pVN2Vyb2ptaFZMcVZQZ3ZWbWZVbXZqMkhOUXFWeEp2YTFzZVJKXzB2MUE1OEdOdHl5eWdtTUw5b20td01NOU04V2Z6QzhFeC1LQ2xCbEZCalB2aHFkek9QT2cwSWpFOS1xRW9iMTM3ZktZVWwzOHRaeVIzZF8wbUpTb0x0azZ4eUMxZkNWY1NERFBUTEYzdmMyNTEwQkNjc2VkeWxBaHV4clZhRFctaEhhTHdWSUdsSEs5LXdvLUc3NXN6bDZYNFhj,"KBW Financial Staffing & Recruiting has partnered with a company within the legal industry in Boston, MA that is searching for a Financial Analyst – Client Support. Our client is very motivated to hire and is seeking a candidate that can start immediately. This is a direct hire opportunity.
Compensation: Up to $85,000 + bonus depending on experience / performance.


The responsibilities for the Financial Analyst – Client Support will include but will not be limited to:

Prepare, update, and maintain financial models to aid strategic decisions.
Preform long-term debt modeling and revenue/expense forecasts.
Generate commercial real estate scenario models.
Develop financial schedules for merger agreements.
Assist team with internal reporting.
Prepare reports to support corporate transaction analytics.


The ideal candidate for the Financial Analyst – Client Support should have experience that meets the following requirements:

3+ years of relevant experience.
Bachelor’s degree in Finance.
Strong ability to produce financial models and analyze data.


For immediate consideration, please submit an updated copy of your resume in Word format to Samuel Marquis at smarquis@kbwfinancial.com or call our office and speak to a recruiter at 617.622.0048.


*MONKBW*
KBW789",bos,da
11,Fidelity Investments,Finance,4.2,Data Analyst,"East Boston, MA",$85K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=000001790981276d86474493ffae437e&src=GD_JOB_AD&t=SR&vt=w&cs=1_ad00f3df&cb=1619362130156&jobListingId=1007013268447&jrtk=1-1f44o29si3o6c001-1f44o29t0u2gh800-e7a1ff46f2c772fe,"Job Description:
The Team
Main focus is in the Counterparty Research space, working with Quant peers and Research Analysts to build robust analytics, insights and processes to enhance the way we analyze our counterparties and serve our partners.
The Expertise You Have
Advanced in a quantitative or computational field such as Statistics, Computer Science or Applied Mathematics; CFA is a plus
2-5 years of experience in an data analytics or related field, experience in financial services is preferred
The Skills You Bring
Domain knowledge of financial markets, traded securities and familiarity with valuation techniques for various asset classes;
Strong analytical aptitude and ability to perform deep-dive data analysis as well as high level critical thinking
Hands on experience in developing or validating statistical/mathematical models. Extreme attention to detail with the ability to synthesize multiple sources of information;
Experience managing and manipulating large data sets (preferably in SQL).Strong programming skills in Python, R or Matlab.
Experience with data visualization software, preferably Tableau.
Highly proactive and self-motivated with the ability to meet objectives under minimal supervision.
Experience with FactSet and Bloomberg is a must
Proven communication skills, both written and verbal and a demonstrated ability to establish relationships and work as part of a team.
The Value You Deliver
Conduct rigorous quantitative and qualitative analyses and synthesize findings into actionable insights and recommendations for the Counterparty Research team and our stakeholders;
Contribute to build high quality, robust, and efficient analytical solutions that will be used to improve CRAs processes;
Gain familiarity with third party risk management software and become proficient in setting up, running and analyzing the results of the system.
Work in close partnership with Technology, Research Analysts and Monitoring Team to align support for credit research
Source, curate and visualize data sets which can be used for gaining analytical insight into creditworthiness of our counterparty universe in partnership with Research analysts
Present and communicate results and ideas clearly and concisely to CRA team members and stakeholders as needed.
Certifications:
Company Overview

At Fidelity, we are focused on making our financial expertise broadly accessible and effective in helping people live the lives they want. We are a privately held company that places a high degree of value in creating and nurturing a work environment that attracts the best talent and reflects our commitment to our associates. We are proud of our diverse and inclusive workplace where we respect and value our associates for their unique perspectives and experiences. Find your Fidelity at fidelitycareers.com.
Fidelity Investments is an equal opportunity employer.
We believe that the most effective way to attract, develop and retain a diverse workforce is to build an enduring culture of inclusion and belonging.

Fidelity will reasonably accommodate applicants with disabilities who need adjustments to participate in the application or interview process. To initiate a request for an accommodation, contact the HR Leave of Absence/Accommodation Team by sending an email to accommodations @fmr.com, or by calling 800-835-5099, prompt 2, option 2.",bos,da
12,oneZero Financial Systems,Information Technology,4.9,Data Analyst,"Cambridge, MA",$85K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=000001790981276d86474493ffae437e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4b3e0c68&cb=1619362130158&jobListingId=1007018719420&jrtk=1-1f44o29si3o6c001-1f44o29t0u2gh800-8640282a6ed34239,"Come join oneZero Financial Systems! An exciting, fast-growing company with Headquarters in Cambridge MA, oneZero empowers banks, brokerages, and hedge funds with cutting-edge trade routing and execution technology. Our platform, deployed with 200+ entities globally, features a low-latency trading environment, integrations to the world’s leading execution venues, and reliable IT infrastructure and technical support—all designed to be customized and scaled to serve any business model and any size of market participant. We take pride in our great work atmosphere and highly motivated team.
oneZero is proud to have been named one of Business Intelligence Group's Best Places to Work 2021: https://www.bintelligence.com/blog/2021/3/11/20-companies-named-2021-best-places-to-work
Please see oneZero featured in e-Forex Magazine to learn more about the company and our dynamic team (https://goo.gl/vbXw8i).
As a Data Analyst at oneZero you will work alongside the software engineering team, the product team and within the data team with data analysts, data engineers, and data scientists. You will add value to the product offering by extracting understanding from complex data, by telling data-driven stories with dashboards and visualizations, and by creating high-value reports for our customer base.
Role

You will be responsible for the development of intuitive and high-quality data structures and visualizations for oneZero's ""Data Source"", a next-generation cloud-based business intelligence toolkit for financial markets. You will also work closely with internal stakeholders in better understanding the changing needs of our customers and in developing prototype analytics solutions to resolve those needs. You will assist with the record-keeping, reporting, and descriptive understanding of our data. Your role will be a vital part of the company's ability to realize the potential of the data asset it has built in recent years and in helping our customers achieve their goals.
Duties
Develop high-quality and intuitive visualizations
Build dashboards that convey clear actionable insights through strong narrative for inclusion in Data Source Insights
Extract value from the company’s existing data stores in an effort to deliver value to our client base
 Respond to ad-hoc analytical requests
Work closely with internal and external stakeholders understanding their requirements and resolving these requests efficiently
Identify common requests for inclusion in Data Source Insights
Support the Data Team’s development of client-facing analytical products
From time-to-time build data pipelines connecting various high-volume systems
Build robust processes that enrich raw data so it is more easily consumed and easy to extract high-value insights from
Advocate for high product quality, contributing to the QA process as required

Is responsible, along with all other management and staff, for creating a work environment conducive to exceptional productivity and high employee morale.
Other duties as assigned.


Experience and Skills

Strong interpersonal and communication skills
Expertise in BI Visualization tools (Looker preferred)
At least 2 years of experience in a data team as an analyst / BI developer
Deep knowledge of SQL (Snowflake, Postgres, MYSQL preferrable)
Nice to have experience with the following technologies:
Data lakes and data warehouses
Jira or comparable bug-tracking tools
Financial markets, ideally with foreign exchange
AWS (S3, IAM, Lambda)
GIT or other source control systems.
Note booking tools (Jupyter or Zeppelin etc)
Python (Pandas, Plotly, or Flask etc)",bos,da
13,Brigham & Women's Hospital(BWH),Health Care,3.9,"Data Analyst, 40Hrs, Cardiovascular Medicine","East Boston, MA",$85K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1136043&s=58&guid=000001790981276d86474493ffae437e&src=GD_JOB_AD&t=SR&vt=w&cs=1_532209c7&cb=1619362130158&jobListingId=1007021190388&jrtk=1-1f44o29si3o6c001-1f44o29t0u2gh800-ae0119b4c93d6b4c,"Data Analyst, 40Hrs, Cardiovascular Medicine
 - (3154201)
Title: Cardiovascular Disease Prevention Advanced Data Analyst

GENERAL SUMMARY

Functioning independently and under the general direction of principal investigator, the Data Analyst performs high level, complex research activities. The candidate will work in the clinical and research areas of BWH cardiovascular disease prevention and imaging programs and will require professionalism, self-motivation, and an ability to work independently, as well as with others.
The analyst may be responsible for the following activities: collecting and organizing patient data; analyzing large databases of patient data; contributing to the preparation and presentation of research results in the form of oral presentation and manuscript preparation for publications.
 At minimum the analyst should have some experience in data analyses and/or statistical programming and be highly motivated and able to learn new analytical skills. Ideally, qualified candidates will have advanced statistical skills, including formal training in statistics or biostatistics and experience with Stata software. Prior experience in analysis of observational and experimental studies, and strong statistical computing skills also required.
QUALIFICATIONS:

Undergraduate or graduate degree preferably in a medical/pre-medical, analytical, and/or computational field.

Minimum of 2-3 years of related experience.

Experience with statistical analysis using Stata, Inc.

Interest in clinical and/or translational research in cardiology.
SKILLS/ABILITIES/COMPETENCIES REQUIRED:

Strong interpersonal skills in order to work effectively with other team members.
Strong written and verbal communication and presentation skills.
Excellent time management and organizational skills as well as the ability to prioritize a variety of tasks.
Ability to manage multiple projects simultaneously, including both long-term and short-term projects
Careful attention to detail.
Experience and knowledge in STATA with experience in SAS, R, and MatLab a plus.
Demonstrated sound independent judgment and competencies in clinical research.
Strong research design and analytical skills.
Strong understanding of database design.
EEO Statement
EEO Statement
Brigham and Women’s Hospital is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, sex, color, religion, national origin, sexual orientation, protected veteran status, or on the basis of disability.

Primary Location MA-Boston-BWH Boston Main Campus
Work Locations BWH Boston Main Campus 75 Francis St Boston 02115
Job Business and Systems Analyst
Organization Brigham & Women's Hospital(BWH)
Schedule Full-time
Standard Hours 40
Shift Day Job
Employee Status Regular
Recruiting Department BWH Non Invasive Cardiology
Job Posting Apr 23, 2021",bos,da
14,Atlantictranstrading,N/A,5,Entry Level Business Analyst,"East Boston, MA",$69K - $79K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1136043&s=58&guid=000001790981276d86474493ffae437e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a66c0109&cb=1619362130158&jobListingId=1007021039750&jrtk=1-1f44o29si3o6c001-1f44o29t0u2gh800-09f45b01393ad06c,"We are looking for Entry Level Business Analyst. You will work closely with various business stakeholders and technical experts to deliver on business objectives while adhering to our long-term technology goals.Responsibilities: As a Business Analyst in IT Gathering Business Requirements from the client/Customer Interact with clients to understand and capture their functional and technical requirements.Analyze business problems and provide solutions.Participate with peers and represent the business on project teams.Take ownership of projects from beginning to end. Is an autonomous worker who specializes in completeness and accuracy.Effective communication skills with the ability to communicate complex ideas.Strong analytical skills, ability to identify problems, research issues, and provide solutions.Can manage a team and participate in team project planning.Qualification: Bachelor's/Master's DegreeStrong communication and interpersonal skills.Excellent listener who can facilitate working meetings and ask the right questions to identify issues.Job Type: Full-timePay: $69,000.00 - $79,000.00 per yearBenefits:Employee assistance programHealth insuranceSchedule:8 hour shiftEducation:Bachelor's (Required)Work Location:One locationWork Remotely:Temporarily due to COVID-19",bos,da
15,State Street,Finance,3.3,Alpha Platform Services - Data Analyst,"East Boston, MA",$69K - $79K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=000001790981276d86474493ffae437e&src=GD_JOB_AD&t=SR&vt=w&cs=1_76a3e760&cb=1619362130158&jobListingId=1007020433046&jrtk=1-1f44o29si3o6c001-1f44o29t0u2gh800-3428cb218514c1bb,"Provide data / technical analysis and advice to clients (internal and external) on current and future state data-centric operating models.
Liaise with stakeholders in order to establish and document implementation requirements, develop “use cases” to document requirements.
Maintain an excellent working knowledge of the STT F2B product offering to perform subject matter expert activities, consultancy, implementation configuration and demonstrations specializing in IBOR & Investment accounting and Cash servicing but not limited to these product areas
Independently analyze and document data mappings from source systems involved in the solution.
Apply functional business knowledge to system roadmap and be part of agreeing future enhancements / development activities.
Ongoing data / technical requirements analysis to align project expectations.
Analyze and document any derivation, workflow and enrichment required for the project/solution.
Support individual client implementation efforts specializing in cash & IBOR.
Support testing activities and immediate post-production transition with the support of test plan development and test scripts.
Support on-going enhancements to scope of services as needed.
Support and consult the team in requirement gathering, development, definition and controlling of technical standards and methodologies.
Process design and implement solution architectures and concepts in the context of projects and client implementations..
Collaborate with other team members to share best practices, raise issues, develop consistent global processes
Create common and shared standards across peer group by implementing best practices.
Display a culture of individual ownership of tasks to embed a clear individual sense of accountability in performing the role.
Ensure that the highest level of the Code of Conduct is displayed in your behavior.
Support the ‘Risk Excellence’ culture within the business.
Independently compile, analyze and interpret information related to complex business/system processing.
Clear, complete and accurate documentation of business / technical requirements and functional specifications
Serve as a liaison between business users and various IT development and testing teams
Document business technical requirements using clear, concise language, consistent with the appropriate methodologies
Run meetings/workshops to explain and walk through business requirements
Define and deliver test strategy, plans, and acceptance criteria
Responsible for problem solving and issue resolution
Define and document system interface requirements for other external systems",bos,da
16,Coupa,Information Technology,4.3,Business and Customer Data Analyst,"East Boston, MA",$69K - $79K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=000001790981276d86474493ffae437e&src=GD_JOB_AD&t=SR&vt=w&cs=1_43277d14&cb=1619362130159&jobListingId=1007012565278&jrtk=1-1f44o29si3o6c001-1f44o29t0u2gh800-5dc2dc1d5ca6e339,"Coupa Software (NASDAQ: COUP), a leader in business spend management (BSM), has been certified as a “Great Place to Work” by the Great Place to Work organization. We deliver “Value as a Service” by helping our customers maximize their spend under management, achieve significant cost savings and drive profitability. Coupa provides a unified, cloud-based spend management platform that connects hundreds of organizations representing the Americas, EMEA, and APAC with millions of suppliers globally. The Coupa platform provides greater visibility into and control over how companies spend money. Customers – small, medium and large – have used the Coupa platform to bring billions of dollars in cumulative spend under management.
Do you want to work for Coupa Software, the world's leading provider of cloud-based spend management solutions? We’re a company that had a successful IPO in October 2016 (NASDAQ: COUP) to fuel our innovation and growth. At Coupa, we’re building a great company that is laser focused on three core values:
1. Ensure Customer Success – Obsessive and unwavering commitment to making customers successful.
2. Focus On Results – Relentless focus on delivering results through innovation and a bias for action.
3. Strive For Excellence – Commitment to a collaborative environment infused with professionalism, integrity, passion, and accountability.
Responsibilities:
Develop and present compelling data driven analysis of customer spend and adoption data.
Maintain Coupa Customer Visibility tools, dashboards and reports.
Support Customer Value Management team with product adoption/usage analysis.
Work collaboratively within Customer Visibility team to develop the practice.
Focus on Python based development to do trend analysis on adoption.
Identify data issues and proactively drive cleanup activities.
Support Value Services Project Management Team by participating in active projects
Maintain project documentation and provide updates to PMO team
Requirements:
Basic data analysis skills such as basic statistics, understanding how to investigate the relationship between variables, identifying trends and correlations in data, and ability to determine the appropriate charts/graphs that provide meaningful insights.
Basic research skills such as determining appropriate ways to search for and gather information regarding industry studies and external analyst benchmarks, filtering which information and sources are relevant to the project scope, and aligning the findings to data and models used by Coupa.
Strong Excel skills including knowledge of advanced functions such as lookups, conditional programming (i.e., if/then), data validation (e.g., data lists), formatting, and ability to make forms and automated tools that can be used by others in a sales execution environment.
Strong Python scripting skills .
Strong PowerPoint skills with the ability to create attractive operational and metric driven collateral quickly.
Basic project management skills needed to manage and coordinate projects tasks. This includes creating work plans or project plans, conducting status updates, taking meeting minutes/notes, and proactively following up on open items to ensure completion of tasks.
Effective communication skills including ability to structure ideas and conversations to effectively present findings from research and analysis.
Working knowledge of Salesforce, Einstein Analytics, Einstein Discovery and Asana.
Experience with collaborative tools such as Confluence, Jira and Freshdesk.
#LI-Remote
At Coupa, we have a strong and innovative team dedicated to improving the spend management processes of today’s dynamic businesses. It’s our people who make it happen, and we strive to attract and retain the best in every discipline.
We take care of our employees every way we can, with competitive compensation packages, as well as restricted stock units, an Employee Stock Purchase Program (ESPP), comprehensive health benefits for employees and their families, retirement and savings plans with employer match, a flexible work environment, no limit vacations for exempt employees, non-exempt employees are on an accrual basis for PTO, catered lunches…And much more!
As part of our dedication to the diversity of our workforce, Coupa is committed to Equal Employment Opportunity without regard for race, ethnicity, gender, protected veteran status, disability, sexual orientation, gender identity or religion.
Please be advised, inquiries or resumes from recruiters will not be accepted.",bos,da
17,Suffolk University,Education,4.2,"Career Outcomes Data Analyst, Institutional Research & Assessment","East Boston, MA",$69K - $79K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=000001790981276d86474493ffae437e&src=GD_JOB_AD&t=SR&vt=w&cs=1_2298f0d0&cb=1619362130159&jobListingId=1007014631200&jrtk=1-1f44o29si3o6c001-1f44o29t0u2gh800-9f13ed79319e14df,"The Career Outcomes Data Analyst will sit within the Office of Institutional Research and Assessment (OIRA) and work closely with the Center for Career Education and Professional Development (CEPD). This individual will design and implement data collection tools to assess the effectiveness of career education programming, student and alumni development in career competencies, career placement, and outcomes data, and other relevant metrics. The Data Analyst will support the CEPD team in analyzing collected data, communicating it effectively to relevant stakeholders, and strategizing the next steps for closing gaps between outcomes measured and previously defined goals. As a member of the OIRA team, the Data Analyst will be asked to support other university-wide initiatives, especially as they relate to career outcomes data, and will be asked to think creatively about how other data collection initiatives institution might support or augment ongoing CEPD data efforts.
Primary/Principal Responsibilities:
45%
Career Outcomes AssessmentDevelop, administer, and analyze assessments around the eight NACE competencies that can be administered for Career Center programming and initiatives and in the classroom curricula to assess longitudinal growth as a factor of engagement in key interventionsIn collaboration with Director of Career Center Operations, spearhead the effort for an industry-leading outcomes analysis, incorporating traditional measures of the first-destination survey with rich, longitudinal data across alumni careersIn partnership with the Assc Dir. of Career Equity and Access, identify ways to differentiate collected data across all dimensions (programmatic engagement, career and competency outcomes, etc.) to identify equity gaps for students of color, first-generation students, international students, and other underrepresented populations.Assess existing information sources and create a strategic data collection plan in alignment with university and Center goals
30%
CEPD Programmatic AssessmentDesign and conduct assessments of short- and long-term Career Center programming initiativesIdentify mechanisms for collecting data from credit-bearing and non-credit-bearing internship experiences across the institution in a way that provides insights about numbers of internships in various majors and industry sectors, students’ growth in career competencies as a result of participating in internships, and future job placement outcomes as a factor of internship experienceCreate dashboards for each of the career communities outlining their effectiveness at reaching pre-determined KPIsProvide semesterly reports/dashboards to Center Directors and Associate Provost to indicate progress toward previously-identified metrics/KPIs
25%
Broader OIRA Assessment and AnalysesConnect CEPD data collection and assessment projects with other university-wide data initiativesCoordinate internal and external reporting related to CEPD data and related factorsCollaborating with the OIRA team on other institutional/external requests and responsibilities
Requirements/Qualifications:
Master’s preferred, Bachelor's required; preferred focus in information technology, computer science, data science, mathematics, statistics, or a related quantitative field
Experience applying quantitative research methodology and interpreting multivariate statistics.
Proficient in Access, Excel, Tableau, SAS, R, Python, SQL, Qualtrics, NVIVO, and other data tools
Experience collecting and/or using qualitative data (ex. surveys, focus groups, interviews)
Ability to clearly and concisely present and explain detailed information, complex concepts, and models to persons at multiple levels of an organization.
Knowledge of the policies, curricula, and academic structure of the College. Knowledge of the general format, content, and use of college schedules and course catalogs. Knowledge and expertise with FERPA.
Strong interpersonal and communication skills and the ability to work effectively with a wide range of constituencies in a diverse community both orally and in writing.
Ability to maintain the confidentiality of records and information.",bos,da
18,Lynn Community Health Center,Manufacturing,3,Data Analyst,"Lynn, MA",$69K - $79K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1136043&s=58&guid=000001790981276d86474493ffae437e&src=GD_JOB_AD&t=SR&vt=w&cs=1_24f32df8&cb=1619362130159&jobListingId=1007020515091&jrtk=1-1f44o29si3o6c001-1f44o29t0u2gh800-3733f53b480f7218,"The Data Analyst is responsible for supporting key initiatives aligned with the organization’s strategy to improve business performance throughout the organization. Synthesizes data from Epic EMR and other systems to develop custom reports and dashboards. Utilizes data analysis techniques to provide essential information needed to improve and manage critical business processes and systems. Self-motivated and organized individuals will have the opportunity to work with physicians, staff and leaders at all levels of the organization provide analysis and promote the use of data for decision making.

This is a hands-on technical job that requires experience with relational databases, Epic reporting tools, Microsoft SQL database queries, and Crystal Reports/Reporting Services. The Data Analyst works collaboratively with improvement teams and end-users to understand data and reporting needs in order to produce timely reports that are accurate, clear and formatted to be easily consumed.

SPECIFIC DUTIES AND RESPONSIBILITIES:
DECISION SUPPORT AND DATA ANALYTICS:
Provide advanced analytical support to executive, operational, clinical, process improvement and grant teams. May include:
Maintains thorough understanding of data sources, information architecture, and documentation workflows.
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Produces timely and accurate reports, presented in a clear and relevant format
Willingness to work in ambiguity regarding data, and showcasing tenacity to research and resolve problems relative to the data
Conducts technical specifications reviews and develop Epic Reporting Workbench reports, Clarity Crystal Reports, data extracts, and Dashboards.
Assist teams with selection and development of appropriate metrics and measurement systems to quantify the efficacy of improvements.
Works collaboratively to ensure requirements are met.
Leverages 3rd party tools such as Business Objects/Crystal, Power BI, Minitab for data analysis as needed

Participate in planning for organizational reporting needs. Participates in the definition and design of the core/ standard, ad hoc reports, and data extracts. Participates in health center data projects (dashboard, etc.) and in developing innovative methods for health center staff to access data.

Performs technical peer review as assigned and provides constructive feedback to support team members as necessary.
Provides required documentation for all reports and extracts by following the department standards. Manages knowledge transfer to staff.

Performs report analysis and other tasks as assigned.

Requirements
Education:
Minimum of a BA/BS in a relevant healthcare/analytics field
QUALIFICATIONS:
Previous experience in data warehouse, analytics environment required
1-5 years experience with business intelligence or reporting applications such as Crystal Reports required
Strong knowledge of SQL; ability to write complex SQL queries and complex stored procedures required
1-3 years experience managing data reporting for grants preferred
Previous experience working with Epic electronic health record preferred
Epic certification or previous experience with Electronic Medical Record systems preferred
SQL certification preferred
SKILLS/EXPERIENCE/COMPETENCIES:
Affinity for technology and interest in healthcare operations
Ability to successfully obtain Epic certification(s) with provided training(s)
Understands the technology capability as it relates to the business requirements
Understanding of change management techniques, and the ability to apply them
Must possess excellent communications skills, including oral, written, and graphical display of data
Strong problem solving and negotiation skills
Self-motivated, independent and possesses the ability to learn quickly
Ability to successfully negotiate and collaborate with others of different skill sets, backgrounds and levels within and external to the organization
Ability to review project deliverables for completeness, quality, and compliance with established project standards
Ability to document and communicate the status of progress against plans, taking corrective action as necessary
Ability to work effectively in a matrixed reporting environmen


Lynn Community Health Center (LCHC) provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, LCHC complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, and transfer, leaves of absence, compensation and training. LCHC expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of LCHC’s employees to perform their job duties may result in discipline up to and including discharge.

Job Posting ID: 21-100
Hours
Full-Time",bos,da
19,Pearson,Media,3.6,Associate Product Data Services Analyst,"East Boston, MA",$69K - $79K (Employer est.),https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=000001790981276d86474493ffae437e&src=GD_JOB_AD&t=SR&vt=w&cs=1_7804c625&cb=1619362130159&jobListingId=1007014835081&jrtk=1-1f44o29si3o6c001-1f44o29t0u2gh800-14090c636bf60671,"Description
Associate Product Data Services Analyst Job Description
Learning is the most powerful force for change in the world. More than 20,000 Pearson employees deliver our products and services in nearly 200 countries, all working towards a common purpose – to help everyone achieve their potential through learning. We do that by providing high quality, digital content and learning experiences, as well as assessments and qualifications that help people build their skills and grow with the world around them. We are the world’s leading learning company. Learn more at pearsonplc.com.
Product Data Team
The Product Data team in Pearson’s Global Product organization is a global, central resource managing hundreds of product data attributes for millions of products world-wide, to ensure they are valid, accurate, complete, and compliant. As part of the Product Data team, you’ll be playing a critical part in enabling products to be created, discovered, sold, and delivered.
Our team is responsible for customer satisfaction related to product data, acting as a single point of contact for incoming requests and reports of issues. We support user communities and business units with the processes of product creation and maintenance, creation of digital subscriptions, and resolution of issues related to product data or digital subscription. In addition, working closely with the Product Data Platform (PDP) team and the Product Data Management (PDM) team, PDS provides technology and workflow requirements to remediate issues and drive optimization and innovation. To thrive and succeed in this environment, our team members are flexible, innovative, bold, brilliant, highly collaborative, and great communicators.
Associate Product Data Services Analyst Role Description
In this role, you will work closely with assigned Business stakeholders and related technology teams to support the optimization of our enterprise Oracle systems and the resolution of issues related to product data. You will also be working closely with technology, product management, data, and business intelligence teams across the world to support their product data management requirements. If you are an independent problem-solver with an analytical mindset, a passion for data, a solid grasp of technology, notably business information systems, and above all – have a strong service mindedness that directly translates to customer (i.e. adjacent teams and consuming systems) satisfaction you will succeed in this role. We are proud to offer an exceptional and supportive environment to develop your professional career.
Product Data Services provide opportunities to work with teams in many different countries and business units – you’ll learn about the many ways that Pearson serves learners across the globe. We offer flexible working hours. Sometimes you will be asked to work hours that reflect the time zones of the teams we work with.
Responsibilities:
Manage multiple projects of varying in size and complexity concurrently.

Form strong relationships within and between teams

Facilitate productive meetings within and between teams

Communicate effectively within and between teams, including business stakeholders and technical teams

Collaboratively solve problems

Monitor, track and work towards issue resolution for “known issues” related to product data

Identify and prioritize new requirements, enhancements and bugs for enterprise systems related to product data

Learn about the enterprise systems we work with

Participate in User Acceptance Testing 8

Pearson is an Equal Opportunity and Affirmative Action Employer and a member of E-Verify. All qualified applicants, including minorities, women, protected veterans, and individuals with disabilities are encouraged to apply.
Qualifications
Qualifications
BA or equivalent requisite experience

Minimum 1-3 years’ experience in related fields

Experience working with technical and/or product management teams

Experience supporting teams across a global business

Strong verbal and written communication skills and ability to present complex information clearly to groups and individuals

Ability to be flexible to changes and new ways of working

Ability to quickly grasp new concepts

Proficient with Microsoft applications; experience with collaboration/work management software a plus.

Primary Location : US-MA-Boston
Other Locations : US-NJ-Hoboken, US-NC-Durham
Work Locations :
US-MA-Boston-1 Federal
1 Federal
Boston02110
Job : Product Management
Organization : Global Product
Employee Status : Regular Employee
Job Type : Standard
Job Level : Entry Level
Shift : Day Job
Job Posting : Apr 20, 2021
Job Unposting : Ongoing
Schedule: : Full-time Regular
Req ID: 2105649",bos,da
